bizesNm,indsLclsNm,indsMclsNm,indsScnm,sigunguNm,sigunguDetailNm,adongNm,lnAdr,rdnAdr
대정소바,음식,일식,일식 면 요리,전북특별자치도,군산시,월명동,전북특별자치도 군산시 월명동 5-7,전북특별자치도 군산시 구영7길 36
대곡산장,음식,한식,백반/한정식,전북특별자치도,진안군,부귀면,전북특별자치도 진안군 부귀면 수항리 421-2,전북특별자치도 진안군 부귀면 대곡길 61-1
엘림민박,숙박,일반 숙박,펜션,전북특별자치도,완주군,구이면,전북특별자치도 완주군 구이면 원기리 930-1,전북특별자치도 완주군 구이면 상하학길 90-4
제이수학,교육,일반 교육,입시·교과학원,전북특별자치도,군산시,나운2동,전북특별자치도 군산시 나운동 1538-6,전북특별자치도 군산시 서수송안1길 1
태양떡방앗간,음식,기타 간이,떡/한과,전북특별자치도,전주시 완산구,중화산2동,전북특별자치도 전주시 완산구 중화산동2가 745-1,전북특별자치도 전주시 완산구 화산천변로 50
익산중부사랑,소매,의약·화장품 소매,화장품 소매업,전북특별자치도,익산시,남중동,전북특별자치도 익산시 남중동 35-7,전북특별자치도 익산시 인북로 255-20
에스앤미헤어,수리·개인,이용·미용,미용실,전북특별자치도,전주시 덕진구,인후3동,전북특별자치도 전주시 덕진구 인후동1가 1039-1,전북특별자치도 전주시 덕진구 석소로 25-13
황가네닭발꼼장어숯불구이,음식,주점,요리 주점,전북특별자치도,전주시 완산구,평화2동,전북특별자치도 전주시 완산구 평화동2가 867-5,전북특별자치도 전주시 완산구 평화로 154
디자인제로,과학·기술,전문 디자인,시각 디자인업,전북특별자치도,전주시 완산구,중화산2동,전북특별자치도 전주시 완산구 중화산동2가 619-3,전북특별자치도 전주시 완산구 중산1길 12-5
조인홀덤펍,소매,종합 소매,그 외 기타 종합 소매업,전북특별자치도,전주시 완산구,효자5동,전북특별자치도 전주시 완산구 효자동3가 1645-4,전북특별자치도 전주시 완산구 마전로 13
체리코,과학·기술,전문 디자인,제품 디자인업,전북특별자치도,김제시,청하면,전북특별자치도 김제시 청하면 장산리 524-1,전북특별자치도 김제시 청하면 청하7길 228-6
333헤아studio,수리·개인,이용·미용,미용실,전북특별자치도,군산시,나운3동,전북특별자치도 군산시 미룡동 893-4,전북특별자치도 군산시 황룡2길 24
제시뉴욕메가점,소매,섬유·의복·신발 소매,기타 의류 소매업,전북특별자치도,전주시 덕진구,송천2동,전북특별자치도 전주시 덕진구 송천동2가 661-14,전북특별자치도 전주시 덕진구 동부대로 1215
우진하우징건축,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,전북특별자치도,남원시,도통동,전북특별자치도 남원시 도통동 529-3,전북특별자치도 남원시 시청동로 11-11
청목,음식,주점,요리 주점,전북특별자치도,군산시,나운2동,전북특별자치도 군산시 나운동 1537-11,전북특별자치도 군산시 서수송안1길 19-3
토마토아구찜,음식,한식,해산물 구이/찜,전북특별자치도,익산시,모현동,전북특별자치도 익산시 모현동1가 498-1,전북특별자치도 익산시 선화로13길 40
초록마켓온라인광고대행서비스,과학·기술,광고,광고물 설계/제작업,전북특별자치도,익산시,마동,전북특별자치도 익산시 마동 181-130,전북특별자치도 익산시 선화로47길 50-8
연선미장,수리·개인,이용·미용,미용실,전북특별자치도,전주시 완산구,평화2동,전북특별자치도 전주시 완산구 평화동1가 734-3,전북특별자치도 전주시 완산구 평화14길 28-13
깨끗한하루,시설관리·임대,청소·방제,건축물 일반 청소업,전북특별자치도,전주시 덕진구,송천1동,전북특별자치도 전주시 덕진구 송천동1가 359-5,전북특별자치도 전주시 덕진구 솔내2길 27
롯데관광여행사,시설관리·임대,여행사·보조,여행사,전북특별자치도,김제시,요촌동,전북특별자치도 김제시 요촌동 293-10,전북특별자치도 김제시 중앙로 86
리림,소매,의약·화장품 소매,화장품 소매업,전북특별자치도,전주시 덕진구,인후1동,전북특별자치도 전주시 덕진구 인후동1가 533-2,전북특별자치도 전주시 덕진구 안덕원로 323
어부가횟집,음식,한식,횟집,전북특별자치도,군산시,나운2동,전북특별자치도 군산시 나운동 367,전북특별자치도 군산시 나운로 97
빅원비드,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,전북특별자치도,전주시 덕진구,조촌동,전북특별자치도 전주시 덕진구 반월동 631-1,전북특별자치도 전주시 덕진구 용암길 52-3
스타스크린골프장,예술·스포츠,스포츠 서비스,골프 연습장,전북특별자치도,익산시,어양동,전북특별자치도 익산시 어양동 571-1,전북특별자치도 익산시 마한로 141
메디원,소매,의약·화장품 소매,의료기기 소매업,전북특별자치도,남원시,향교동,전북특별자치도 남원시 향교동 244-1,전북특별자치도 남원시 동림로 82
제이안영어학습연구소,소매,오락용품 소매,서점,전북특별자치도,전주시 완산구,중화산2동,전북특별자치도 전주시 완산구 중화산동2가 819-3,전북특별자치도 전주시 완산구 화산천변3길 14
황금코다리,음식,한식,해산물 구이/찜,전북특별자치도,김제시,검산동,전북특별자치도 김제시 검산동 890,전북특별자치도 김제시 동서로 345
초이스,소매,섬유·의복·신발 소매,기타 의류 소매업,전북특별자치도,전주시 완산구,중앙동,전북특별자치도 전주시 완산구 태평동 36-1,전북특별자치도 전주시 완산구 태평3길 70
빽다방김제,음식,비알코올 ,카페,전북특별자치도,김제시,요촌동,전북특별자치도 김제시 요촌동 68-1,전북특별자치도 김제시 동서로 232
짙푸른,음식,비알코올 ,카페,전북특별자치도,전주시 덕진구,송천2동,전북특별자치도 전주시 덕진구 송천동1가 817-8,전북특별자치도 전주시 덕진구 두간3길 8-7
전성회관,음식,한식,백반/한정식,전북특별자치도,장수군,계남면,전북특별자치도 장수군 계남면 화음리 975-3,전북특별자치도 장수군 계남면 장수로 3069
무주흥국주유소,소매,연료 소매,주유소,전북특별자치도,무주군,적상면,전북특별자치도 무주군 적상면 북창리 181,전북특별자치도 무주군 적상면 괴목로 935
노고단황토초막집,음식,한식,백반/한정식,전북특별자치도,익산시,함열읍,전북특별자치도 익산시 함열읍 남당리 643-93,전북특별자치도 익산시 함열읍 함열10길 32-1
벌크커피부안읍점,음식,비알코올 ,카페,전북특별자치도,부안군,부안읍,전북특별자치도 부안군 부안읍 서외리 505-5,전북특별자치도 부안군 부안읍 오리정로 77
범골산장,음식,한식,백반/한정식,전북특별자치도,장수군,번암면,전북특별자치도 장수군 번암면 사암리 1058,전북특별자치도 장수군 번암면 방화동로 235-14
아시아볼링장,예술·스포츠,스포츠 서비스,볼링장,전북특별자치도,전주시 완산구,평화2동,전북특별자치도 전주시 완산구 평화동2가 326-30,전북특별자치도 전주시 완산구 모악로 4661
다온디자인,과학·기술,기술 서비스,기타 엔지니어링 서비스업,전북특별자치도,전주시 덕진구,인후3동,전북특별자치도 전주시 덕진구 인후동1가 881-8,전북특별자치도 전주시 덕진구 가재미3길 5-1
대승엔지니어링건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,전북특별자치도,전주시 완산구,평화2동,전북특별자치도 전주시 완산구 평화동2가 909-3,전북특별자치도 전주시 완산구 평화로 69
효자의료기복지용구,소매,의약·화장품 소매,의료기기 소매업,전북특별자치도,전주시 완산구,삼천1동,전북특별자치도 전주시 완산구 삼천동1가 559,전북특별자치도 전주시 완산구 거마평로 110
양옥식당,음식,중식,중국집,전북특별자치도,장수군,천천면,전북특별자치도 장수군 천천면 춘송리 755-1,전북특별자치도 장수군 천천면 송탄로 40-1
덕동식당,음식,한식,돼지고기 구이/찜,전북특별자치도,남원시,산내면,전북특별자치도 남원시 산내면 덕동리 336-3,전북특별자치도 남원시 산내면 지리산로 297
한울,소매,기타 생활용품 소매,주방/가정용품 소매업,전북특별자치도,군산시,서수면,전북특별자치도 군산시 서수면 서수리 371-7,전북특별자치도 군산시 서수면 탑천로 616
백세주단,소매,섬유·의복·신발 소매,침구류/커튼 소매업,전북특별자치도,부안군,부안읍,전북특별자치도 부안군 부안읍 서외리 2-1,전북특별자치도 부안군 부안읍 번영로 149
달동네슈퍼,소매,종합 소매,슈퍼마켓,전북특별자치도,무주군,안성면,전북특별자치도 무주군 안성면 사전리 1216-2,전북특별자치도 무주군 안성면 하산강변길 13
제이제이골프존,예술·스포츠,스포츠 서비스,골프 연습장,전북특별자치도,장수군,장수읍,전북특별자치도 장수군 장수읍 선창리 384-1,전북특별자치도 장수군 장수읍 장수로 2305
192갤러리카페,음식,비알코올 ,카페,전북특별자치도,남원시,도통동,전북특별자치도 남원시 도통동 603-8,전북특별자치도 남원시 용성로 192
생활개선임실군연합회,음식,한식,백반/한정식,전북특별자치도,임실군,임실읍,전북특별자치도 임실군 임실읍 이도리 78,전북특별자치도 임실군 임실읍 수정로 30
듬뿍마트,소매,종합 소매,슈퍼마켓,전북특별자치도,전주시 덕진구,송천1동,전북특별자치도 전주시 덕진구 송천동2가 1301-1,전북특별자치도 전주시 덕진구 세병로 174-12
이도포차,음식,주점,요리 주점,전북특별자치도,순창군,팔덕면,전북특별자치도 순창군 팔덕면 청계리 958-2,전북특별자치도 순창군 팔덕면 강천산길 82
실크로,소매,식료품 소매,건강보조식품 소매업,전북특별자치도,완주군,봉동읍,전북특별자치도 완주군 봉동읍 둔산리 864-9,전북특별자치도 완주군 봉동읍 완주산단6로 224
런던포그,소매,섬유·의복·신발 소매,남성 의류 소매업,전북특별자치도,전주시 완산구,효자3동,전북특별자치도 전주시 완산구 효자동1가 431-5,전북특별자치도 전주시 완산구 용머리로 31
원광안경원,소매,안경·정밀기기 소매,안경렌즈 소매업,전북특별자치도,익산시,신동,전북특별자치도 익산시 신용동 344-2,전북특별자치도 익산시 익산대로 501
마코,소매,섬유·의복·신발 소매,기타 의류 소매업,전북특별자치도,부안군,부안읍,전북특별자치도 부안군 부안읍 봉덕리 774-2,전북특별자치도 부안군 부안읍 석정로 240
한솥밥,음식,한식,백반/한정식,전북특별자치도,전주시 완산구,서신동,전북특별자치도 전주시 완산구 서신동 20-7,전북특별자치도 전주시 완산구 전룡로 114-1
비전디자인,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,전북특별자치도,전주시 완산구,효자4동,전북특별자치도 전주시 완산구 효자동2가 1070,전북특별자치도 전주시 완산구 천잠로 235
홍콩닭발,음식,주점,요리 주점,전북특별자치도,부안군,부안읍,전북특별자치도 부안군 부안읍 동중리 132-44,전북특별자치도 부안군 부안읍 동중1길 26-1
렉스,소매,모터사이클 소매,모터사이클 및 부품 소매업,전북특별자치도,익산시,신동,전북특별자치도 익산시 신동 386,전북특별자치도 익산시 익산대로 426-1
신포우리만두,음식,기타 간이,김밥/만두/분식,전북특별자치도,고창군,고창읍,전북특별자치도 고창군 고창읍 교촌리 504,전북특별자치도 고창군 고창읍 중앙로 313
대진공조,수리·개인,가전제품 수리,가전제품 수리업,전북특별자치도,전주시 완산구,중화산1동,전북특별자치도 전주시 완산구 중화산동2가 550-12,전북특별자치도 전주시 완산구 따박골6길 41-3
에스바디피규어,수리·개인,이용·미용,피부 관리실,전북특별자치도,전주시 덕진구,인후1동,전북특별자치도 전주시 덕진구 인후동1가 784-4,전북특별자치도 전주시 덕진구 견훤로 279
건축사사무소벙글,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,전북특별자치도,정읍시,연지동,전북특별자치도 정읍시 연지동 45-6,전북특별자치도 정읍시 서부로 60
돈엔비,음식,한식,백반/한정식,전북특별자치도,군산시,수송동,전북특별자치도 군산시 미장동 533-7,전북특별자치도 군산시 미장10길 12
서울세탁소,수리·개인,세탁,세탁소,전북특별자치도,부안군,변산면,전북특별자치도 부안군 변산면 격포리 303-1,전북특별자치도 부안군 변산면 격포항길 17
참치&생연어,음식,일식,일식 회/초밥,전북특별자치도,무주군,무주읍,전북특별자치도 무주군 무주읍 읍내리 245-4,전북특별자치도 무주군 무주읍 단천로 100
전주시니어클럽바로곁애,음식,비알코올 ,카페,전북특별자치도,전주시 덕진구,팔복동,전북특별자치도 전주시 덕진구 팔복동1가 337-2,전북특별자치도 전주시 덕진구 팔과정로 164
정한법무사,과학·기술,법무관련 ,법무사,전북특별자치도,전주시 완산구,효자2동,전북특별자치도 전주시 완산구 효자동1가 594-4,전북특별자치도 전주시 완산구 신봉4길 3
모나리,수리·개인,이용·미용,피부 관리실,전북특별자치도,전주시 완산구,효자4동,전북특별자치도 전주시 완산구 효자동2가 1305-16,전북특별자치도 전주시 완산구 후곡길 11-30
장꼬방,음식,한식,백반/한정식,전북특별자치도,전주시 완산구,효자5동,전북특별자치도 전주시 완산구 효자동3가 1674-1,전북특별자치도 전주시 완산구 용호로 195
행복한점핑순환운동,예술·스포츠,스포츠 서비스,헬스장,전북특별자치도,진안군,진안읍,전북특별자치도 진안군 진안읍 군상리 947-1,전북특별자치도 진안군 진안읍 중앙로 78
동우씨엠,소매,의약·화장품 소매,화장품 소매업,전북특별자치도,완주군,봉동읍,전북특별자치도 완주군 봉동읍 구미리 540-2,전북특별자치도 완주군 봉동읍 구미2길 107
대영전파사,수리·개인,가전제품 수리,가전제품 수리업,전북특별자치도,군산시,중앙동,전북특별자치도 군산시 신영동 14-5,전북특별자치도 군산시 신금길 12
씨유뉴효자원룸점,소매,종합 소매,편의점,전북특별자치도,전주시 완산구,효자5동,전북특별자치도 전주시 완산구 효자동3가 1679-1,전북특별자치도 전주시 완산구 배학3길 1
고랑LPG충전소,소매,연료 소매,가스 충전소,전북특별자치도,전주시 덕진구,여의동,전북특별자치도 전주시 덕진구 고랑동 1080-4,전북특별자치도 전주시 덕진구 삼례로 164
금강카클리닉,수리·개인,자동차 수리·세차,자동차 정비소,전북특별자치도,익산시,마동,전북특별자치도 익산시 마동 55-167,전북특별자치도 익산시 선화1로 113
부안공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,전북특별자치도,부안군,줄포면,전북특별자치도 부안군 줄포면 줄포리 551-3,전북특별자치도 부안군 줄포면 줄포중앙로 34-1
부귀건강원,소매,식료품 소매,건강보조식품 소매업,전북특별자치도,진안군,부귀면,전북특별자치도 진안군 부귀면 거석리 734-5,전북특별자치도 진안군 부귀면 부귀로 307-2
더하루,숙박,일반 숙박,펜션,전북특별자치도,무주군,무풍면,전북특별자치도 무주군 무풍면 삼거리 350,전북특별자치도 무주군 무풍면 구천동로 545
우리미용실,수리·개인,이용·미용,미용실,전북특별자치도,군산시,경암동,전북특별자치도 군산시 경암동 674-28,전북특별자치도 군산시 경암로 27
대한LED조명,소매,기타 생활용품 소매,전기용품/조명장치 소매업,전북특별자치도,전주시 완산구,효자4동,전북특별자치도 전주시 완산구 상림동 42,전북특별자치도 전주시 완산구 콩쥐팥쥐로 1652
푸라닭,음식,기타 간이,치킨,전북특별자치도,군산시,조촌동,전북특별자치도 군산시 조촌동 2-15,전북특별자치도 군산시 궁포1로 24-3
컴퓨터하우스,소매,가전·통신 소매,컴퓨터/소프트웨어 소매업,전북특별자치도,정읍시,장명동,전북특별자치도 정읍시 장명동 128-1,전북특별자치도 정읍시 우암로 86-1
황금테라피,수리·개인,욕탕·신체관리,마사지/안마,전북특별자치도,정읍시,수성동,전북특별자치도 정읍시 수성동 934-1,전북특별자치도 정읍시 수성택지5길 24-8
효민Q,소매,장식품 소매,예술품 소매업,전북특별자치도,익산시,중앙동,전북특별자치도 익산시 중앙동3가 144-8,전북특별자치도 익산시 평동로7길 48
벨,음식,주점,일반 유흥 주점,전북특별자치도,전주시 완산구,중화산2동,전북특별자치도 전주시 완산구 중화산동2가 744-4,전북특별자치도 전주시 완산구 유연로 286
도도갤러리카페,교육,기타 교육,기타 기술/직업 훈련학원,전북특별자치도,정읍시,수성동,전북특별자치도 정읍시 수성동 448-10,전북특별자치도 정읍시 충정로 257-4
더원공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,전북특별자치도,전주시 덕진구,송천1동,전북특별자치도 전주시 덕진구 송천동2가 241-1,전북특별자치도 전주시 덕진구 붓내3길 24
훼밀리가든,음식,한식,돼지고기 구이/찜,전북특별자치도,전주시 덕진구,우아2동,전북특별자치도 전주시 덕진구 우아동3가 455-3,전북특별자치도 전주시 덕진구 진버들1길 88
광명양곱창,음식,한식,곱창 전골/구이,전북특별자치도,남원시,왕정동,전북특별자치도 남원시 왕정동 146-3,전북특별자치도 남원시 남문로 385-12
중화루,음식,중식,중국집,전북특별자치도,군산시,성산면,전북특별자치도 군산시 성산면 고봉리 334-11,전북특별자치도 군산시 성산면 동군산로 27-1
나래펜션,숙박,일반 숙박,펜션,전북특별자치도,무주군,설천면,전북특별자치도 무주군 설천면 심곡리 551,전북특별자치도 무주군 설천면 만선1로 56
지에스25군산해양공원,소매,종합 소매,편의점,전북특별자치도,군산시,월명동,전북특별자치도 군산시 장미동 1-12,전북특별자치도 군산시 해망로 203
김제통신남신공사,소매,가전·통신 소매,핸드폰 소매업,전북특별자치도,김제시,요촌동,전북특별자치도 김제시 요촌동 203-4,전북특별자치도 김제시 남북로 183
공설통신,소매,가전·통신 소매,핸드폰 소매업,전북특별자치도,남원시,금동,전북특별자치도 남원시 금동 195,전북특별자치도 남원시 의총로 50
라한호텔전주서비스,시설관리·임대,고용 알선,임시/일용 인력 공급업,전북특별자치도,전주시 완산구,풍남동,전북특별자치도 전주시 완산구 풍남동3가 26-5,전북특별자치도 전주시 완산구 기린대로 85
우계식당,음식,한식,백반/한정식,전북특별자치도,순창군,적성면,전북특별자치도 순창군 적성면 고원리 844-14,전북특별자치도 순창군 적성면 적성로 121
그외기타교육기관,교육,일반 교육,입시·교과학원,전북특별자치도,군산시,나운2동,전북특별자치도 군산시 나운동 1518-2,전북특별자치도 군산시 나운1길 38-2
대호유통,소매,음료 소매,생수/음료 소매업,전북특별자치도,남원시,노암동,전북특별자치도 남원시 신촌동 77,전북특별자치도 남원시 탑골길 26-15
알랜드,부동산,부동산 서비스,부동산 중개/대리업,전북특별자치도,부안군,부안읍,전북특별자치도 부안군 부안읍 서외리 223-2,전북특별자치도 부안군 부안읍 부풍로 4
이안SYSTEM,소매,가전·통신 소매,가전제품 소매업,전북특별자치도,익산시,송학동,전북특별자치도 익산시 송학동 74-7,전북특별자치도 익산시 고현로 30
마이스토리,시설관리·임대,기타 사업 서비스,전시/컨벤션/행사 대행 서비스업,전북특별자치도,진안군,진안읍,전북특별자치도 진안군 진안읍 군상리 833,전북특별자치도 진안군 진안읍 진용로 25
SM건축사사무소,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,전북특별자치도,완주군,용진읍,전북특별자치도 완주군 용진읍 운곡리 985-5,전북특별자치도 완주군 용진읍 완주로 444
서해안모텔,숙박,일반 숙박,여관/모텔,전북특별자치도,고창군,아산면,전북특별자치도 고창군 아산면 삼인리 118-6,전북특별자치도 고창군 아산면 선운사로 78
북스토어&카페스파치오,음식,비알코올 ,카페,전북특별자치도,완주군,고산면,전북특별자치도 완주군 고산면 읍내리 924,전북특별자치도 완주군 고산면 남봉로 126
익산시청소년수련관,교육,기타 교육,청소년 수련시설,전북특별자치도,익산시,어양동,전북특별자치도 익산시 어양동 54-6,전북특별자치도 익산시 동서로 476-21
은파세차장,수리·개인,자동차 수리·세차,자동차 세차장,전북특별자치도,군산시,나운3동,전북특별자치도 군산시 나운동 847-1,전북특별자치도 군산시 공단대로 449
파트너공인중개사,부동산,부동산 서비스,부동산 중개/대리업,전북특별자치도,전주시 덕진구,호성동,전북특별자치도 전주시 덕진구 호성동2가 634,전북특별자치도 전주시 덕진구 호성로 170
궁전식당,음식,한식,백반/한정식,전북특별자치도,익산시,평화동,전북특별자치도 익산시 평화동 247-6,전북특별자치도 익산시 익산대로 52
작은집,소매,장식품 소매,기념품점,전북특별자치도,익산시,신동,전북특별자치도 익산시 신동 815-16,전북특별자치도 익산시 동서로33길 56
송천백제약국,소매,의약·화장품 소매,약국,전북특별자치도,전주시 덕진구,송천1동,전북특별자치도 전주시 덕진구 송천동1가 107-200,전북특별자치도 전주시 덕진구 천마산로 52
에코유,시설관리·임대,청소·방제,건축물 일반 청소업,전북특별자치도,전주시 완산구,중화산2동,전북특별자치도 전주시 완산구 중화산동2가 452-2,전북특별자치도 전주시 완산구 산월1길 36
줄포철물,소매,철물·건설자재 소매,철물/공구 소매업,전북특별자치도,부안군,줄포면,전북특별자치도 부안군 줄포면 줄포리 728-4,전북특별자치도 부안군 줄포면 부안로 871
하나로베이커리,음식,기타 간이,빵/도넛,전북특별자치도,정읍시,연지동,전북특별자치도 정읍시 연지동 341-9,전북특별자치도 정읍시 명덕로 25
필스포츠인라인짱,소매,섬유·의복·신발 소매,신발 소매업,전북특별자치도,전주시 덕진구,덕진동,전북특별자치도 전주시 덕진구 덕진동1가 1547-112,전북특별자치도 전주시 덕진구 가리내로 172
육남매집,음식,한식,백반/한정식,전북특별자치도,김제시,요촌동,전북특별자치도 김제시 요촌동 522-18,전북특별자치도 김제시 남북13길 46
효동수족관,소매,애완동물·용품 소매,애완동물/애완용품 소매업,전북특별자치도,전주시 완산구,효자1동,전북특별자치도 전주시 완산구 효자동1가 157-76,전북특별자치도 전주시 완산구 용머리로 179
쮸쮸바아동복,소매,섬유·의복·신발 소매,유아용 의류 소매업,전북특별자치도,고창군,고창읍,전북특별자치도 고창군 고창읍 읍내리 192-15,전북특별자치도 고창군 고창읍 성산3길 10
신흥공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,전북특별자치도,전주시 완산구,효자1동,전북특별자치도 전주시 완산구 효자동1가 692-12,전북특별자치도 전주시 완산구 안행7길 6
안경매니져,소매,안경·정밀기기 소매,안경렌즈 소매업,전북특별자치도,전주시 덕진구,송천1동,전북특별자치도 전주시 덕진구 송천동2가 1326-10,전북특별자치도 전주시 덕진구 세병로 30
선운콩나물해장국,음식,한식,국/탕/찌개류,전북특별자치도,고창군,고창읍,전북특별자치도 고창군 고창읍 교촌리 487,전북특별자치도 고창군 고창읍 월곡로 41
영광호,예술·스포츠,유원지·오락,기타 오락관련 서비스업,전북특별자치도,부안군,위도면,전북특별자치도 부안군 위도면 진리 1-86,전북특별자치도 부안군 위도면 파장금길 16
씨유공단대로점,소매,종합 소매,편의점,전북특별자치도,전주시 덕진구,팔복동,전북특별자치도 전주시 덕진구 팔복동1가 139-15,전북특별자치도 전주시 덕진구 기린대로 702
동네치킨호프,음식,주점,요리 주점,전북특별자치도,군산시,중앙동,전북특별자치도 군산시 죽성동 22-7,전북특별자치도 군산시 싸전길 20-2
법무사박정철,과학·기술,법무관련 ,법무사,전북특별자치도,전주시 덕진구,덕진동,전북특별자치도 전주시 덕진구 덕진동1가 1409-9,전북특별자치도 전주시 덕진구 들사평3길 12
대장봉슈퍼,소매,종합 소매,슈퍼마켓,전북특별자치도,군산시,옥도면,전북특별자치도 군산시 옥도면 대장도리 19,전북특별자치도 군산시 옥도면 장자도2길 57
행복한다이어트,소매,식료품 소매,건강보조식품 소매업,전북특별자치도,전주시 완산구,삼천2동,전북특별자치도 전주시 완산구 삼천동1가 648-6,전북특별자치도 전주시 완산구 하거마4길 20
떡전길밥상,음식,한식,백반/한정식,전북특별자치도,전주시 덕진구,덕진동,전북특별자치도 전주시 덕진구 덕진동1가 1121-6,전북특별자치도 전주시 덕진구 떡전1길 19
우리디자인문화연구소,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,전북특별자치도,전주시 덕진구,우아1동,전북특별자치도 전주시 덕진구 우아동3가 210,전북특별자치도 전주시 덕진구 장재길 4-1
최용규공인중개사사무소,부동산,부동산 서비스,부동산 중개/대리업,전북특별자치도,군산시,조촌동,전북특별자치도 군산시 경장동 554-11,전북특별자치도 군산시 번영로 129
애향귀농귀촌학교협동조합,교육,기타 교육,기타 기술/직업 훈련학원,전북특별자치도,정읍시,상교동,전북특별자치도 정읍시 과교동 204-22,전북특별자치도 정읍시 정읍남로 1164-3
내일의가치,과학·기술,전문 디자인,제품 디자인업,전북특별자치도,전주시 완산구,삼천2동,전북특별자치도 전주시 완산구 삼천동1가 705-7,전북특별자치도 전주시 완산구 솟대로 10
전대전,음식,주점,요리 주점,전북특별자치도,전주시 완산구,풍남동,전북특별자치도 전주시 완산구 풍남동2가 27,전북특별자치도 전주시 완산구 동문길 21
빈타이군산은파점,음식,비알코올 ,카페,전북특별자치도,군산시,나운3동,전북특별자치도 군산시 나운동 248-16,전북특별자치도 군산시 한밭로 76-10
에띠앙이불집,소매,섬유·의복·신발 소매,침구류/커튼 소매업,전북특별자치도,익산시,남중동,전북특별자치도 익산시 남중동 12-6,전북특별자치도 익산시 인북로9길 9
아리울파크,숙박,일반 숙박,펜션,전북특별자치도,부안군,변산면,전북특별자치도 부안군 변산면 격포리 302-14,전북특별자치도 부안군 변산면 격포항길 5
렛츠고룸음악홀,예술·스포츠,유원지·오락,노래방,전북특별자치도,부안군,부안읍,전북특별자치도 부안군 부안읍 봉덕리 577-1,전북특별자치도 부안군 부안읍 석정로 197-1
나들가게우남점,소매,종합 소매,슈퍼마켓,전북특별자치도,익산시,삼성동,전북특별자치도 익산시 부송동 216-2,전북특별자치도 익산시 무왕로26길 11-5
임실치즈피자,음식,기타 간이,피자,전북특별자치도,무주군,무주읍,전북특별자치도 무주군 무주읍 읍내리 271-12,전북특별자치도 무주군 무주읍 향학로 44
진가진설렁탕,음식,한식,국/탕/찌개류,전북특별자치도,전주시 덕진구,송천1동,전북특별자치도 전주시 덕진구 송천동2가 54-3,전북특별자치도 전주시 덕진구 동부대로 1022
풍년식당,음식,한식,백반/한정식,전북특별자치도,진안군,용담면,전북특별자치도 진안군 용담면 송풍리 1053-47,전북특별자치도 진안군 용담면 안용로 955
인생토닥,음식,주점,생맥주 전문,전북특별자치도,전주시 완산구,서신동,전북특별자치도 전주시 완산구 서신동 951-12,전북특별자치도 전주시 완산구 고사평2길 9-6
굽내치킨진북점,음식,기타 간이,치킨,전북특별자치도,전주시 덕진구,진북동,전북특별자치도 전주시 덕진구 진북동 434-45,전북특별자치도 전주시 덕진구 숲정이로 53
블록피아,시설관리·임대,가정용품 대여,스포츠/레크리에이션 용품 대여업,전북특별자치도,군산시,옥산면,전북특별자치도 군산시 옥산면 당북리 1048,전북특별자치도 군산시 옥산면 월명로 55
작품하나미용실,수리·개인,이용·미용,미용실,전북특별자치도,무주군,안성면,전북특별자치도 무주군 안성면 장기리 1330-30,전북특별자치도 무주군 안성면 안성로 294
하나콘도,숙박,일반 숙박,여관/모텔,전북특별자치도,무주군,설천면,전북특별자치도 무주군 설천면 심곡리 569-5,전북특별자치도 무주군 설천면 관동길 14
유니시티,소매,식료품 소매,건강보조식품 소매업,전북특별자치도,김제시,검산동,전북특별자치도 김제시 검산동 1052-3,전북특별자치도 김제시 동서로 322
커트&컷,수리·개인,이용·미용,미용실,전북특별자치도,익산시,모현동,전북특별자치도 익산시 모현동1가 247-7,전북특별자치도 익산시 고현로 70
인스겔러리,수리·개인,이용·미용,미용실,전북특별자치도,전주시 완산구,서신동,전북특별자치도 전주시 완산구 서신동 966-5,전북특별자치도 전주시 완산구 새터로 119
대상애드,과학·기술,광고,광고 대행업,전북특별자치도,정읍시,내장상동,전북특별자치도 정읍시 상동 404-7,전북특별자치도 정읍시 충정로 106
흰여울펜션민박,숙박,일반 숙박,펜션,전북특별자치도,남원시,산내면,전북특별자치도 남원시 산내면 내령리 277-6,전북특별자치도 남원시 산내면 지리산로 1300
우리가스;우리ENG,소매,연료 소매,가정용 연료 소매업,전북특별자치도,남원시,송동면,전북특별자치도 남원시 송동면 신평리 2104-3,전북특별자치도 남원시 송동면 용투산로 348
승현유,과학·기술,기술 서비스,기타 엔지니어링 서비스업,전북특별자치도,전주시 완산구,삼천2동,전북특별자치도 전주시 완산구 삼천동1가 663-1,전북특별자치도 전주시 완산구 거마남로 26-1
이노티안경.콘택트,소매,안경·정밀기기 소매,안경렌즈 소매업,전북특별자치도,전주시 완산구,평화2동,전북특별자치도 전주시 완산구 평화동2가 888,전북특별자치도 전주시 완산구 모악로 4680
